code_good_service,name_good_service,short_name_good_service,date_month,cpi_index,pct_change
06,Health,Health,2023-05-01,88.19886162595847,0.44049061647312726
06,Health,Health,2023-06-01,88.82937572857195,0.7148778238061766
06,Health,Health,2023-07-01,88.82503856885545,-0.004882573676695756
06,Health,Health,2023-08-01,88.65465673796427,-0.19181734523998273
06,Health,Health,2023-09-01,89.37336060608087,0.8106780789201622
06,Health,Health,2023-10-01,89.21506582713674,-0.177116288198917
06,Health,Health,2023-11-01,97.30023290627453,9.0625579930677
06,Health,Health,2023-12-01,105.07029580484743,7.985657039544279
06,Health,Health,2024-01-01,112.69251977859368,7.2544042208688495
06,Health,Health,2024-02-01,120.46042941214998,
06,Health,Health,2024-03-01,128.31774313699157,6.522734281444514
06,Health,Health,2024-04-01,136.36859334295647,6.274151967721139
06,Health,Health,2024-05-01,144.3571559013502,5.858066261857758
06,Health,Health,2024-06-01,152.30671552030537,5.506869104838614
06,Health,Health,2024-07-01,160.22836900245403,5.20111897567152
06,Health,Health,2024-08-01,168.12872442393615,4.930684541487864
06,Health,Health,2024-09-01,176.01219270037762,4.688947890048411
06,Health,Health,2024-10-01,183.88192325587295,4.471128070594418
06,Health,Health,2024-11-01,183.88192325587295,0.0
06,Health,Health,2024-12-01,183.88192325587295,0.0
06,Health,Health,2025-01-01,183.88192325587295,0.0
06,Health,Health,2025-02-01,183.88192325587295,0.0
06,Health,Health,2025-03-01,183.88192325587295,0.0
06,Health,Health,2025-04-01,183.88192325587295,0.0
06,Health,Health,2025-05-01,183.88192325587295,0.0
06,Health,Health,2025-06-01,183.88192325587295,0.0
06,Health,Health,2025-07-01,183.88192325587295,0.0
06,Health,Health,2025-08-01,183.88192325587295,0.0
06,Health,Health,2025-09-01,183.88192325587295,0.0
06,Health,Health,2025-10-01,183.88192325587295,0.0
06,Health,Health,2025-11-01,183.88192325587295,0.0
06,Health,Health,2025-12-01,183.88192325587295,0.0
06,Health,Health,2026-01-01,183.88192325587295,0.0
07,Transport ,Transport,2022-12-01,99.13461708914726,
07,Transport ,Transport,2023-01-01,99.46510689794901,0.333374777152315
07,Transport ,Transport,2023-02-01,99.50512824349418,0.040236568172829834
07,Transport ,Transport,2023-03-01,104.65239603923548,5.172866852797455
07,Transport ,Transport,2023-04-01,104.56917998263471,-0.07951662814254234
07,Transport ,Transport,2023-05-01,104.36348412545154,-0.19670791835351054
07,Transport ,Transport,2023-06-01,101.27577678624931,-2.958608909118638
07,Transport ,Transport,2023-07-01,101.23312305753582,-0.042116417239157045
07,Transport ,Transport,2023-08-01,101.6735834771831,0.43509516089605427
07,Transport ,Transport,2023-09-01,105.20742895641196,3.4756771212080935
07,Transport ,Transport,2023-10-01,225.2469147169124,114.09791775277913
07,Transport ,Transport,2023-11-01,256.3502391166103,13.808546251915658
07,Transport ,Transport,2023-12-01,269.1976016425957,5.011644447946594
07,Transport ,Transport,2024-01-01,379.25393153792896,40.88310193842338
07,Transport ,Transport,2024-02-01,402.2938521378582,
07,Transport ,Transport,2024-03-01,454.3272916901572,12.93418710621215
07,Transport ,Transport,2024-04-01,443.7391178650627,-2.3305167923558088
07,Transport ,Transport,2024-05-01,482.1864820161794,8.664407216586255
07,Transport ,Transport,2024-06-01,386.61817649656143,-19.819781160188413
07,Transport ,Transport,2024-07-01,426.69828710864556,10.366845908612007
07,Transport ,Transport,2024-08-01,435.9956118754866,2.1788990131272215
07,Transport ,Transport,2024-09-01,421.90212554404513,-3.2324835267989727
07,Transport ,Transport,2024-10-01,410.45327329304786,-2.7136275353516908
07,Transport ,Transport,2024-11-01,421.9554522556417,2.8023114227625427
