name_food,short_name_food,code_food,date_month,cpi_index,pct_change
Coffee and coffee substitutes,Coffee,0122,2024-06-01,125.35015985696893,-3.383201747032544
Coffee and coffee substitutes,Coffee,0122,2024-07-01,122.90087170212256,-1.9539569456003392
Coffee and coffee substitutes,Coffee,0122,2024-08-01,122.90087170212256,0.0
Coffee and coffee substitutes,Coffee,0122,2024-09-01,101.73495619426873,-17.221940914425815
Coffee and coffee substitutes,Coffee,0122,2024-10-01,140.77772225678822,38.3769429142576
Coffee and coffee substitutes,Coffee,0122,2024-11-01,154.77380894861162,9.94197552528486
Coffee and coffee substitutes,Coffee,0122,2024-12-01,330.5845040667376,113.59201942009395
Coffee and coffee substitutes,Coffee,0122,2025-01-01,238.33762695768726,-27.904174567852024
Coffee and coffee substitutes,Coffee,0122,2025-02-01,169.1975547865552,-29.0092978828755
Coffee and coffee substitutes,Coffee,0122,2025-03-01,226.0573877115638,33.60558785659637
Coffee and coffee substitutes,Coffee,0122,2025-04-01,268.5383645489408,18.792120561695754
Coffee and coffee substitutes,Coffee,0122,2025-05-01,311.12876178556786,15.860079176457859
Coffee and coffee substitutes,Coffee,0122,2025-06-01,463.52680405733975,48.98230603855444
Coffee and coffee substitutes,Coffee,0122,2025-07-01,539.4154124094407,16.371999998238124
Coffee and coffee substitutes,Coffee,0122,2025-08-01,408.52742763875733,-24.26478401609583
Coffee and coffee substitutes,Coffee,0122,2025-09-01,586.9268137083318,43.66888830468565
Coffee and coffee substitutes,Coffee,0122,2025-10-01,474.9128793956926,-19.08482142857143
Coffee and coffee substitutes,Coffee,0122,2025-11-01,134.9372460742445,-71.58694743213815
Water,Water,0124,2022-12-01,100.37259834704712,
Water,Water,0124,2023-01-01,99.99999999999999,-0.3712152053280846
Water,Water,0124,2023-02-01,99.99999999999999,0.0
Water,Water,0124,2023-03-01,99.99999999999999,0.0
Water,Water,0124,2023-04-01,99.99999999999999,0.0
Water,Water,0124,2023-05-01,99.99999999999999,0.0
Water,Water,0124,2023-06-01,99.99999999999999,0.0
Water,Water,0124,2023-07-01,99.99999999999999,0.0
Water,Water,0124,2023-08-01,99.99999999999999,0.0
Water,Water,0124,2023-09-01,99.99999999999999,0.0
Water,Water,0124,2023-10-01,174.1101126592248,74.11011265922482
Water,Water,0124,2023-11-01,174.99999999999997,0.5111060622405574
Water,Water,0124,2023-12-01,158.72247073353162,-9.301445295124779
Water,Water,0124,2024-01-01,158.72247073353162,0.0
Water,Water,0124,2024-02-01,174.99999999999994,10.25534014890404
Water,Water,0124,2024-03-01,162.49999999999994,-7.142857142857139
Water,Water,0124,2024-04-01,143.74999999999994,-11.538461538461547
Water,Water,0124,2024-05-01,131.24999999999994,-8.695652173913047
Water,Water,0124,2024-06-01,187.49999999999991,42.85714285714286
Water,Water,0124,2024-07-01,212.49999999999991,13.333333333333329
Water,Water,0124,2024-08-01,174.99999999999994,-17.647058823529406
Water,Water,0124,2024-09-01,149.99999999999994,-14.285714285714292
Water,Water,0124,2024-10-01,212.49999999999991,41.666666666666686
Water,Water,0124,2024-11-01,237.4999999999999,11.764705882352928
Water,Water,0124,2024-12-01,499.9999999999998,110.52631578947367
Water,Water,0124,2025-01-01,499.9999999999998,0.0
Water,Water,0124,2025-02-01,317.8571428571428,-36.42857142857142
Water,Water,0124,2025-03-01,316.66666666666663,-0.37453183520598543
Water,Water,0124,2025-04-01,308.33333333333326,-2.631578947368425
Water,Water,0124,2025-05-01,449.9999999999999,45.94594594594594
Water,Water,0124,2025-06-01,449.9999999999999,0.0
Water,Water,0124,2025-07-01,449.9999999999999,0.0
Water,Water,0124,2025-08-01,449.9999999999999,0.0
Water,Water,0124,2025-09-01,449.9999999999999,0.0
Water,Water,0124,2025-10-01,449.9999999999999,0.0
Water,Water,0124,2025-11-01,249.99999999999994,-44.44444444444444
Soft drinks,Soft drinks,0126,2022-12-01,96.05037687973702,
Soft drinks,Soft drinks,0126,2023-01-01,96.85258168037171,0.8351917261492048
Soft drinks,Soft drinks,0126,2023-02-01,95.05695818327247,-1.8539758733794827
Soft drinks,Soft drinks,0126,2023-03-01,94.26962606609663,-0.8282740498153203
Soft drinks,Soft drinks,0126,2023-04-01,94.26962606609663,0.0
Soft drinks,Soft drinks,0126,2023-05-01,94.07381410246845,-0.2077147982860339
Soft drinks,Soft drinks,0126,2023-06-01,94.07381410246845,0.0
Soft drinks,Soft drinks,0126,2023-07-01,93.87840886926553,-0.2077147982860339
Soft drinks,Soft drinks,0126,2023-08-01,99.09336006248397,5.555005944424082
Soft drinks,Soft drinks,0126,2023-09-01,99.09336006248397,0.0
Soft drinks,Soft drinks,0126,2023-10-01,99.09336006248397,0.0
Soft drinks,Soft drinks,0126,2023-11-01,99.09336006248397,0.0
Soft drinks,Soft drinks,0126,2023-12-01,99.09336006248397,0.0
Soft drinks,Soft drinks,0126,2024-01-01,133.57453315638253,34.79665345100443
Soft drinks,Soft drinks,0126,2024-02-01,133.57453315638253,0.0
Soft drinks,Soft drinks,0126,2024-03-01,177.27841187535387,32.71872091651255
Soft drinks,Soft drinks,0126,2024-04-01,182.06286103821157,2.6988334971218535
Soft drinks,Soft drinks,0126,2024-05-01,179.37084458191134,-1.4786192202786594
Soft drinks,Soft drinks,0126,2024-06-01,165.6680141505153,-7.639385577592307
Soft drinks,Soft drinks,0126,2024-07-01,176.3268178483657,6.433833200998279
Soft drinks,Soft drinks,0126,2024-08-01,176.3268178483657,0.0
Soft drinks,Soft drinks,0126,2024-09-01,176.3268178483657,0.0
Soft drinks,Soft drinks,0126,2024-10-01,176.3268178483657,0.0
Soft drinks,Soft drinks,0126,2024-11-01,203.12663461980816,15.198945400630606
Soft drinks,Soft drinks,0126,2024-12-01,192.6854355015223,-5.140241277481223
Soft drinks,Soft drinks,0126,2025-01-01,176.22489891599292,-8.542698903363316
Soft drinks,Soft drinks,0126,2025-02-01,126.24498042003108,-28.361439730368332
Soft drinks,Soft drinks,0126,2025-03-01,150.20722930461235,18.98075377322425
Soft drinks,Soft drinks,0126,2025-04-01,150.20722930461235,0.0
Soft drinks,Soft drinks,0126,2025-05-01,150.20722930461235,0.0
Soft drinks,Soft drinks,0126,2025-06-01,150.20722930461235,0.0
Soft drinks,Soft drinks,0126,2025-07-01,150.20722930461235,0.0
Soft drinks,Soft drinks,0126,2025-08-01,150.20722930461235,0.0
Soft drinks,Soft drinks,0126,2025-09-01,650.2477459074128,332.9004329004329
Soft drinks,Soft drinks,0126,2025-10-01,650.2477459074128,0.0
Soft drinks,Soft drinks,0126,2025-11-01,178.81813012453853,-72.5
